Step 104, e:3, x:330, y:346, Plot(330,346)
Step 105, e:0, x:331, y:346, Plot(331,346)
Step 106, e:123, x:332, y:345, Plot(332,345)
Step 107, e:120, x:333, y:345, Plot(333,345)
Step 108, e:117, x:334, y:345, Plot(334,345)
Step 109, e:114, x:335, y:345, Plot(335,345)
Step 110, e:111, x:336, y:345, Plot(336,345)
Step 111, e:108, x:337, y:345, Plot(337,345)
Step 112, e:105, x:338, y:345, Plot(338,345)
Step 113, e:102, x:339, y:345, Plot(339,345)
Step 114, e:99, x:340, y:345, Plot(340,345)
Step 115, e:96, x:341, y:345, Plot(341,345)
Step 116, e:93, x:342, y:345, Plot(342,345)
Step 117, e:90, x:343, y:345, Plot(343,345)
Step 118, e:87, x:344, y:345, Plot(344,345)
Step 119, e:84, x:345, y:345, Plot(345,345)
Step 120, e:81, x:346, y:345, Plot(346,345)
Step 121, e:78, x:347, y:345, Plot(347,345)
Step 122, e:75, x:348, y:345, Plot(348,345)
Step 123, e:72, x:349, y:345, Plot(349,345)
Step 124, e:69, x:350, y:345, Plot(350,345)
Step 125, e:66, x:351, y:345, Plot(351,345)
Step 126, e:63, x:352, y:345, Plot(352,345)
Step 127, e:60, x:353, y:345, Plot(353,345)
Step 1, e:34, x:348, y:227, Plot(348,227)
Step 2, e:29, x:349, y:227, Plot(349,227)
Step 3, e:24, x:350, y:227, Plot(350,227)
Step 4, e:19, x:351, y:227, Plot(351,227)
Step 5, e:14, x:352, y:227, Plot(352,227)
Step 6, e:9, x:353, y:227, Plot(353,227)
Step 7, e:4, x:354, y:227, Plot(354,227)
Step 8, e:77, x:355, y:228, Plot(355,228)
Step 9, e:72, x:356, y:228, Plot(356,228)
Step 10, e:67, x:357, y:228, Plot(357,228)
Step 11, e:62, x:358, y:228, Plot(358,228)
Step 12, e:57, x:359, y:228, Plot(359,228)
Step 13, e:52, x:360, y:228, Plot(360,228)
Step 14, e:47, x:361, y:228, Plot(361,228)
Step 15, e:42, x:362, y:228, Plot(362,228)
Step 16, e:37, x:363, y:228, Plot(363,228)
Step 17, e:32, x:364, y:228, Plot(364,228)
Step 18, e:27, x:365, y:228, Plot(365,228)
Step 19, e:22, x:366, y:228, Plot(366,228)
Step 20, e:17, x:367, y:228, Plot(367,228)
Step 21, e:12, x:368, y:228, Plot(368,228)
Step 22, e:7, x:369, y:228, Plot(369,228)
Step 23, e:2, x:370, y:228, Plot(370,228)
Step 24, e:75, x:371, y:229, Plot(371,229)
Step 25, e:70, x:372, y:229, Plot(372,229)
Step 26, e:65, x:373, y:229, Plot(373,229)
Step 27, e:60, x:374, y:229, Plot(374,229)
Step 28, e:55, x:375, y:229, Plot(375,229)
Step 29, e:50, x:376, y:229, Plot(376,229)
Step 30, e:45, x:377, y:229, Plot(377,229)
Step 31, e:40, x:378, y:229, Plot(378,229)
Step 32, e:35, x:379, y:229, Plot(379,229)
Step 33, e:30, x:380, y:229, Plot(380,229)
Step 34, e:25, x:381, y:229, Plot(381,229)
Step 35, e:20, x:382, y:229, Plot(382,229)
Step 36, e:15, x:383, y:229, Plot(383,229)
Step 37, e:10, x:384, y:229, Plot(384,229)
Step 38, e:5, x:385, y:229, Plot(385,229)
Step 39, e:0, x:386, y:229, Plot(386,229)
Step 40, e:73, x:387, y:230, Plot(387,230)
Step 41, e:68, x:388, y:230, Plot(388,230)
Step 42, e:63, x:389, y:230, Plot(389,230)
Step 43, e:58, x:390, y:230, Plot(390,230)
Step 44, e:53, x:391, y:230, Plot(391,230)
Step 45, e:48, x:392, y:230, Plot(392,230)
Step 46, e:43, x:393, y:230, Plot(393,230)
Step 47, e:38, x:394, y:230, Plot(394,230)
Step 48, e:33, x:395, y:230, Plot(395,230)
Step 49, e:28, x:396, y:230, Plot(396,230)
Step 50, e:23, x:397, y:230, Plot(397,230)
Step 51, e:18, x:398, y:230, Plot(398,230)
Step 52, e:13, x:399, y:230, Plot(399,230)
Step 53, e:8, x:400, y:230, Plot(400,230)
Step 54, e:3, x:401, y:230, Plot(401,230)
Step 55, e:76, x:402, y:231, Plot(402,231)
Step 56, e:71, x:403, y:231, Plot(403,231)
Step 57, e:66, x:404, y:231, Plot(404,231)
Step 58, e:61, x:405, y:231, Plot(405,231)
Step 59, e:56, x:406, y:231, Plot(406,231)
Step 60, e:51, x:407, y:231, Plot(407,231)
Step 61, e:46, x:408, y:231, Plot(408,231)
Step 62, e:41, x:409, y:231, Plot(409,231)
Step 63, e:36, x:410, y:231, Plot(410,231)
Step 64, e:31, x:411, y:231, Plot(411,231)
Step 65, e:26, x:412, y:231, Plot(412,231)
Step 66, e:21, x:413, y:231, Plot(413,231)
Step 67, e:16, x:414, y:231, Plot(414,231)
Step 68, e:11, x:415, y:231, Plot(415,231)
Step 69, e:6, x:416, y:231, Plot(416,231)
Step 70, e:1, x:417, y:231, Plot(417,231)
Step 71, e:74, x:418, y:232, Plot(418,232)
Step 72, e:69, x:419, y:232, Plot(419,232)
Step 73, e:64, x:420, y:232, Plot(420,232)
Step 74, e:59, x:421, y:232, Plot(421,232)
Step 75, e:54, x:422, y:232, Plot(422,232)
Step 76, e:49, x:423, y:232, Plot(423,232)
Step 77, e:44, x:424, y:232, Plot(424,232)
Step 78, e:39, x:425, y:232, Plot(425,232)
Step 79, e:34, x:426, y:232, Plot(426,232)
Step 1, e:24, x:257, y:421, Plot(257,421)
Step 2, e:111, x:258, y:420, Plot(258,420)
Step 3, e:73, x:259, y:420, Plot(259,420)
Step 4, e:35, x:260, y:420, Plot(260,420)
Step 5, e:122, x:261, y:419, Plot(261,419)
Step 6, e:84, x:262, y:419, Plot(262,419)
Step 7, e:46, x:263, y:419, Plot(263,419)
Step 8, e:8, x:264, y:419, Plot(264,419)
Step 9, e:95, x:265, y:418, Plot(265,418)
Step 10, e:57, x:266, y:418, Plot(266,418)
Step 11, e:19, x:267, y:418, Plot(267,418)
Step 12, e:106, x:268, y:417, Plot(268,417)
Step 13, e:68, x:269, y:417, Plot(269,417)
Step 14, e:30, x:270, y:417, Plot(270,417)
Step 15, e:117, x:271, y:416, Plot(271,416)
Step 16, e:79, x:272, y:416, Plot(272,416)
Step 17, e:41, x:273, y:416, Plot(273,416)
Step 18, e:3, x:274, y:416, Plot(274,416)
Step 19, e:90, x:275, y:415, Plot(275,415)
Step 20, e:52, x:276, y:415, Plot(276,415)
Step 21, e:14, x:277, y:415, Plot(277,415)
Step 22, e:101, x:278, y:414, Plot(278,414)
Step 23, e:63, x:279, y:414, Plot(279,414)
Step 24, e:25, x:280, y:414, Plot(280,414)
Step 25, e:112, x:281, y:413, Plot(281,413)
Step 26, e:74, x:282, y:413, Plot(282,413)
Step 27, e:36, x:283, y:413, Plot(283,413)
Step 28, e:123, x:284, y:412, Plot(284,412)
Step 29, e:85, x:285, y:412, Plot(285,412)
Step 30, e:47, x:286, y:412, Plot(286,412)
Step 31, e:9, x:287, y:412, Plot(287,412)
Step 32, e:96, x:288, y:411, Plot(288,411)
Step 33, e:58, x:289, y:411, Plot(289,411)
Step 34, e:20, x:290, y:411, Plot(290,411)
Step 35, e:107, x:291, y:410, Plot(291,410)
Step 36, e:69, x:292, y:410, Plot(292,410)
Step 37, e:31, x:293, y:410, Plot(293,410)
Step 38, e:118, x:294, y:409, Plot(294,409)
Step 39, e:80, x:295, y:409, Plot(295,409)
Step 40, e:42, x:296, y:409, Plot(296,409)
Step 41, e:4, x:297, y:409, Plot(297,409)
Step 42, e:91, x:298, y:408, Plot(298,408)
Step 43, e:53, x:299, y:408, Plot(299,408)
Step 44, e:15, x:300, y:408, Plot(300,408)
Step 45, e:102, x:301, y:407, Plot(301,407)
Step 46, e:64, x:302, y:407, Plot(302,407)
Step 47, e:26, x:303, y:407, Plot(303,407)
Step 48, e:113, x:304, y:406, Plot(304,406)
Step 49, e:75, x:305, y:406, Plot(305,406)
Step 50, e:37, x:306, y:406, Plot(306,406)
Step 51, e:124, x:307, y:405, Plot(307,405)
Step 52, e:86, x:308, y:405, Plot(308,405)
Step 53, e:48, x:309, y:405, Plot(309,405)
Step 54, e:10, x:310, y:405, Plot(310,405)
Step 55, e:97, x:311, y:404, Plot(311,404)
Step 56, e:59, x:312, y:404, Plot(312,404)
Step 57, e:21, x:313, y:404, Plot(313,404)
Step 58, e:108, x:314, y:403, Plot(314,403)
Step 59, e:70, x:315, y:403, Plot(315,403)
Step 60, e:32, x:316, y:403, Plot(316,403)
Step 61, e:119, x:317, y:402, Plot(317,402)
Step 62, e:81, x:318, y:402, Plot(318,402)
Step 63, e:43, x:319, y:402, Plot(319,402)
Step 64, e:5, x:320, y:402, Plot(320,402)
Step 65, e:92, x:321, y:401, Plot(321,401)
Step 66, e:54, x:322, y:401, Plot(322,401)
Step 67, e:16, x:323, y:401, Plot(323,401)
Step 68, e:103, x:324, y:400, Plot(324,400)
Step 69, e:65, x:325, y:400, Plot(325,400)
Step 70, e:27, x:326, y:400, Plot(326,400)
Step 71, e:114, x:327, y:399, Plot(327,399)
Step 72, e:76, x:328, y:399, Plot(328,399)
Step 73, e:38, x:329, y:399, Plot(329,399)
Step 74, e:0, x:330, y:399, Plot(330,399)
Step 75, e:87, x:331, y:398, Plot(331,398)
Step 76, e:49, x:332, y:398, Plot(332,398)
Step 77, e:11, x:333, y:398, Plot(333,398)
Step 78, e:98, x:334, y:397, Plot(334,397)
Step 79, e:60, x:335, y:397, Plot(335,397)
Step 80, e:22, x:336, y:397, Plot(336,397)
Step 81, e:109, x:337, y:396, Plot(337,396)
Step 82, e:71, x:338, y:396, Plot(338,396)
Step 83, e:33, x:339, y:396, Plot(339,396)
Step 84, e:120, x:340, y:395, Plot(340,395)
Step 85, e:82, x:341, y:395, Plot(341,395)
Step 86, e:44, x:342, y:395, Plot(342,395)
Step 87, e:6, x:343, y:395, Plot(343,395)
Step 88, e:93, x:344, y:394, Plot(344,394)
Step 89, e:55, x:345, y:394, Plot(345,394)
Step 90, e:17, x:346, y:394, Plot(346,394)
Step 91, e:104, x:347, y:393, Plot(347,393)
Step 92, e:66, x:348, y:393, Plot(348,393)
Step 93, e:28, x:349, y:393, Plot(349,393)
Step 94, e:115, x:350, y:392, Plot(350,392)
Step 95, e:77, x:351, y:392, Plot(351,392)
Step 96, e:39, x:352, y:392, Plot(352,392)
Step 97, e:1, x:353, y:392, Plot(353,392)
Step 98, e:88, x:354, y:391, Plot(354,391)
Step 99, e:50, x:355, y:391, Plot(355,391)
Step 100, e:12, x:356, y:391, Plot(356,391)
Step 101, e:99, x:357, y:390, Plot(357,390)
Step 102, e:61, x:358, y:390, Plot(358,390)
Step 103, e:23, x:359, y:390, Plot(359,390)
Step 104, e:110, x:360, y:389, Plot(360,389)
Step 105, e:72, x:361, y:389, Plot(361,389)
Step 106, e:34, x:362, y:389, Plot(362,389)
Step 107, e:121, x:363, y:388, Plot(363,388)
Step 108, e:83, x:364, y:388, Plot(364,388)
Step 109, e:45, x:365, y:388, Plot(365,388)
Step 110, e:7, x:366, y:388, Plot(366,388)
Step 111, e:94, x:367, y:387, Plot(367,387)
Step 112, e:56, x:368, y:387, Plot(368,387)
Step 113, e:18, x:369, y:387, Plot(369,387)
Step 114, e:105, x:370, y:386, Plot(370,386)
Step 115, e:67, x:371, y:386, Plot(371,386)
Step 116, e:29, x:372, y:386, Plot(372,386)
Step 117, e:116, x:373, y:385, Plot(373,385)
Step 118, e:78, x:374, y:385, Plot(374,385)
Step 119, e:40, x:375, y:385, Plot(375,385)
Step 120, e:2, x:376, y:385, Plot(376,385)
Step 121, e:89, x:377, y:384, Plot(377,384)
Step 122, e:51, x:378, y:384, Plot(378,384)
Step 123, e:13, x:379, y:384, Plot(379,384)
Step 124, e:100, x:380, y:383, Plot(380,383)
Step 125, e:62, x:381, y:383, Plot(381,383)
Step 126, e:24, x:382, y:383, Plot(382,383)
